Weight,Height,Target
61.09,181.2,18.6051865729693
67.37,175.16,21.9573223416732
70.33,167.43,25.0884768327789
70.06,167.93,24.8466330052091
69.01,166.64,24.8518442245037
82.09,168.62,28.8705174859087
72.88,165.6,26.5760712944228
76.29,175.14,24.8705528664688
88.41,179.78,27.3562477700476
58.94,166.87,21.1677182661521
62.77,168.49,22.1094806248999
72.31,170.83,24.7799751565616
70.87,172.25,23.8870616612811
58.51,170.27,20.1801119975535
72.12,166.5,26.0128663517576
53.1,173,17.7403033396666
57.57,165.63,20.9843759014544
71.86,156.94,29.1786746505906
64.06,159.73,25.1085178665581
59.4,169.68,20.6307869107227
49.99,156.39,20.4419082082588
66.78,162.78,25.2052964323452
63.76,166.76,22.9267369538353
64.3,177.45,20.420187327855
56.37,174.58,18.4931589151693
70.72,178.48,22.2020165784686
64.44,163.18,24.201145561668
77.23,177.69,24.4588441767371
74.53,181.17,22.7054939077854
86.99,165.66,31.6952404877439
88.21,165.38,32.2553056479906
53.2,165.48,19.4277428430475
70.67,160.03,27.5974448421312
53.18,157.29,21.4952273345685
61.63,177.32,19.5997923355748
72.95,173.86,24.1348355040839
71.96,180.46,22.0976235122462
80.88,152.23,34.8981686182703
77.97,171.76,26.428279526217
73.05,164.2,27.094000579558
74.94,180.2,23.0779800406888
52.09,169.12,18.2125149431721
56.68,163.65,21.1636595461424
83.72,165.03,30.7411869866155
59.7,158.66,23.7171905247508
74.74,158.72,29.6665768713552
68.32,166.13,24.7553271104867
66.29,162.14,25.2150101175617
59.98,166.24,21.7027329788384
65.13,154.75,27.1985273620183
77.77,175.09,25.3697153601438
68.17,162.33,25.8690597995465
87.39,177.99,27.5838382383464
70.85,180.46,21.7563201625654
60.42,180.35,18.5771176072563
71.62,160.12,27.9333870065457
72.2,172.01,24.4006551585081
66.23,170.64,22.7461201699644
70.48,169.7,24.4741483373933
81.53,168.28,28.7898582597848
86.71,174.44,28.4941144843518
68.83,162.61,26.0310146123046
78.86,157.84,31.6538831578893
64.87,172.15,21.8896634445715
74.73,181.23,22.7526483863231
74.11,165.01,27.2171579005511
75.57,173.53,25.0944490339063
57.1,178.18,17.9857025881546
46.78,181.3,14.233012330131
82.36,160.61,31.9269756969278
78.36,162.84,29.5484728860528
78.03,172,26.3770435454509
71.03,160.06,27.7270250997576
71.12,163.51,26.6014870430366
74.18,159.84,29.0367877479059
64.31,163.03,24.1972059051128
62.21,163.36,23.3111847042713
80.54,176.62,25.8198898793791
78.86,164.06,29.300237788902
78.62,166.5,28.3599222338049
65.82,176.26,21.1868805257401
85.07,174.53,27.9277467935726
65.6,179.03,20.4664077582684
44.01,178.7,13.7802114972303
79.2,176.68,25.3712689736739
67.03,169.21,23.4117402587709
70.4,170.74,24.1481066136777
70.96,171.77,24.049518668461
68.83,169.97,23.8240574707466
73.54,171.43,25.0230762306981
70.62,184.96,20.6425781729124
69.94,171.56,23.7636524733356
67.57,174.22,22.2617556131886
50.21,178.52,15.7545937094184
80.92,168.34,28.5544316453186
70.35,160.61,27.2727971180128
78.89,170.43,27.1625613500695
66.52,166.9,23.8807888229606
68.23,173.02,22.7928809392978
74.21,174.49,24.3739270445573
72.55,177.87,22.9305636032771
46.52,169.36,16.2200364908046
78.81,151.2,34.4728513809227
66.12,167.2,23.6519992662616
82.25,164.86,30.2625396837402
55,165.64,20.0465117019387
87.29,161.42,33.5020811039235
83.67,164.81,30.8008514010931
81.06,166.86,29.1143429580536
64.48,168.1,22.8168998778901
63.36,163.76,23.6253274920227
84.2,177.59,26.7002348910015
45.58,168.87,15.9828864175339
62.21,162.11,23.6705223659706
67.89,184.5,19.9460714667683
63.88,162.66,24.1438622409741
71.41,161.79,27.2819948147191
57.57,184.88,16.8421916685364
58.4,172.6,19.6051602129571
50.52,173.25,16.8298719573231
68.61,175.45,22.2881452085652
81.48,161.65,31.1825125650736
61.26,163.96,22.7884554479891
68.71,174.67,22.5187992427233
86.71,171.53,29.4686742256533
65.88,171.64,22.3634123033965
84.9,169.95,29.3932909055055
61.74,158.32,24.6328612869699
62.4,188.51,17.5595901650308
75.44,174.5,24.7770295409402
75.24,163.86,28.0234350615712
84.96,179.74,26.2976197433183
52.77,162.42,20.0031649608112
84.1,156.13,34.5015452129202
75.34,174.88,24.634828753033
74.11,172.43,24.926292038733
78.01,189.72,21.6724212216232
73.43,184.18,21.646283407991
60.72,163.81,22.6268394171632
50.98,165.25,18.6685673743981
81.06,167.57,28.8705015299512
46.72,182.84,13.9743271880595
49.76,166.31,17.9908702071458
76.85,157.66,30.9189241120443
80.21,175.33,26.0919013743937
54.81,168.16,19.3826758402136
78.27,164.9,28.7839484428547
74.88,169.31,26.1202490536523
66.96,160.69,25.9309078862524
58.58,183.05,17.4827119602351
62.6,173.98,20.6812862980907
78.49,174.82,25.6836381653547
69.29,188.28,19.5463300177294
50.77,172.48,17.066889252443
68.54,164.05,25.4663224217841
59.61,168.38,21.0279015522304
73.95,175.08,24.1257829845679
76.36,166.24,27.6314797150986
56.88,179.02,17.7503057708582
56.69,164.67,20.9045979484901
72.04,176.25,23.1904586906921
104.05,174,34.3654681848564
57.75,164.24,21.4106021080558
63.93,176.56,20.5068476461662
65.66,175,21.4425866704153
66.94,162.31,25.4093980808252
81.2,167.69,28.8784567851118
60.2,178.91,18.8078862674773
78.58,167.22,28.0992154248465
89.63,162.21,34.0631306026421
51.52,169.25,17.9869598318425
57.37,167.43,20.4653631687528
71.55,165.87,26.0061699123843
79.93,178.71,25.0281845204051
69.35,174.3,22.8265564986568
60.74,173.76,20.1177295438151
77.87,155.8,32.0808509317299
80.41,172.77,26.9383026301538
62.86,178.11,19.8133866235411
68.75,165.31,25.156086371461
80.26,153.39,34.1145251689507
80.91,173.82,26.7794132403688
66.93,175.35,21.7686834054407
54.43,165.04,19.9844471381422
78.32,163.32,29.3620479582934
83.6,172.04,28.2450620258883
70.55,171.34,24.0311290065254
85.08,162.57,32.1906358143905
64.18,181.65,19.4485502218892
93.34,167.58,33.237715133994
89.22,155.67,36.8197183210248
69.82,177.38,22.1906052614945
74.97,169.98,25.9482930608752
61.04,170.84,20.9131504729083
68.08,176.57,21.8384759858451
70.26,168.44,24.7617400617725
66.96,172.8,22.4236186269184
51.55,180.85,15.761159284325
67.02,170.43,23.0718386610187
61.86,165.29,22.6436743024897
68.73,161.88,26.2270685339422
77.35,169.14,27.0386276921892
85.96,165.11,31.5327703535761
72.26,159,28.583245418021
68.59,176.06,22.1261971206436
77.13,163.15,28.978423636365
65.78,149.47,29.4429813869042
64.91,176.11,20.9307202329661
60.62,160.64,23.4912918326533
69.9,157.93,28.025684398439
58.35,157.94,23.3929533000453
82.77,155.05,34.4320480814717
67.6,171.5,22.9834213012696
85.23,176.75,27.2813774405718
74.9,175.83,24.2290588376353
67.38,150.95,29.5705030364854
56.06,158.91,22.2002560819987
76.59,164.22,28.4026524146716
94.87,154.31,39.8406712167791
50.14,165.76,18.249817123939
62.93,169.57,21.8860509635856
62.32,170.74,21.3797539279633
58.6,177.38,18.6251889222928
77.5,174.99,25.3100105912815
76.99,175.52,24.9908812861885
63.44,164.4,23.4721601581673
70.39,176.75,22.5308371258004
74.5,173.96,24.6177228322141
60.4,166.07,21.8999933147336
66.67,166.01,24.1923943827742
76.58,161.57,29.3366462370771
72.66,168.26,25.6647177335414
72.91,165.75,26.5385964013165
53.37,171.32,18.1824893262031
71.58,168.65,25.1662559759876
73.3,171.89,24.8063341407555
60.51,159.85,23.682016889692
66.83,171.65,22.6830843842605
55.18,171.36,18.7932391741765
68.95,171.94,23.3234124737782
77.83,174.48,25.5648591637101
76.36,170.87,26.1562005867738
78.61,154.69,32.8536654584227
60.05,163.16,22.5560593012502
72.09,173.24,24.0208726670725
79.85,165.34,29.2107140232878
78.24,195.4,20.492346284273
73.45,158.21,29.3444708359332
67.3,166.74,24.2058304605425
74.7,167.36,26.6712926330688
79.16,172.9,26.4801171699877
67.64,173.1,22.5752395262047
72.29,162.94,27.2291385745918
69.3,175.13,22.5929682356316
76.02,155.63,31.3868844752849
76.16,176.36,24.4882620179159
51.66,173.34,17.1928570060246
62.14,164.11,23.0707130912206
61.18,173.46,20.3349775018164
73.2,176.41,23.5200893083293
64.45,164,23.962260281662
50.57,171.69,17.1560760521575
86.05,171,29.4282329142321
58.76,172.52,19.7415020300009
59.52,182.88,17.7981215996917
77.36,167.19,27.6766835440968
66.07,160.91,25.5179994013049
78.89,181.01,24.0757270321869
69.77,178.58,21.8778753720798
76.17,177.17,24.2660182333415
86.66,172.22,29.2172422678103
71.26,170.11,24.6238130420275
84.07,160.66,32.5715362158231
67.59,165.54,24.6656488066225
89.04,173.76,29.4926619985679
72.99,173.66,24.2044321089567
62.4,180.43,19.1695274230973
75.32,170.04,26.0471872974031
79.26,165.43,28.9636716676092
63.25,158.72,25.1059401196865
66.85,166.75,24.0431626465964
66.42,162.2,25.2481633976234
45.17,173.53,14.999170046483
70.6,166.5,25.4681548680221
43.98,184.7,12.8916660571878
69,182.52,20.7114283159045
57.53,170.29,19.8407101542024
65.2,174.28,21.4656160453738
73.62,158.55,29.2852002427629
57.13,179.76,17.6781264353835
72.97,169.7,25.3365865626316
89.54,173.72,29.6703337277081
59.97,172.9,20.0615453071427
64.81,177.71,20.5216571507035
69.79,162.96,26.2825931861023
56.14,159.98,21.9350132659973
70.87,174.2,23.3525744738739
73.87,175.9,23.8739580618403
57.61,184.02,17.0119679728623
75,178.41,23.5624754701665
86,172.77,28.8112421849146
62.44,174.16,20.5861589847325
56.05,170.19,19.3511725671146
44.76,153.18,19.0766137120625
59.45,181.48,18.0494452738236
84.92,162.68,32.0891752968584
57.99,168.13,20.5154214740919
82.03,160.21,31.9603728108123
59.2,166.61,21.3261331046258
78.09,168.36,27.5487179964135
73.4,172.21,24.7500980733679
76.52,175.12,24.9499959598702
69.98,162.42,26.5259152713314
77.7,168.57,27.346093634473
61.98,171.5,21.0725414103467
87.21,164.62,32.1815593135023
56.27,162.51,21.3056231518053
50.47,164.42,18.6690448455393
55.57,158.22,22.1995107774354
79.78,180.24,24.5565119155992
79.59,152.86,34.0621655508858
43.06,181.1,13.1306091642158
69.53,169.62,24.1665306363118
83.64,165.04,30.7076503657545
51.64,170.66,17.7315960383602
72.82,170.96,24.9121045508929
80.11,169.53,27.8750320328173
60.51,174.46,19.8817643167414
70.08,166.34,25.3278991338438
65.24,170.73,22.3814520850841
81.91,172.92,27.394681549936
74.36,163.58,27.7872108349187
54.85,166.67,19.7473383963624
93.05,169.69,32.3124096853407
67.06,176.57,21.5114511215104
84.09,156.01,34.5499593765003
40.83,164.54,15.0800713459829
70.98,161.5,27.2152823878316
60.6,175.38,19.701941173342
74.11,178.43,23.2771523307652
71.85,177.16,22.8928163837224
60.65,169.39,21.1386745644952
68.52,173.68,22.7138566408954
62.4,160.1,24.3438051934373
68.82,166.85,24.7212874059155
80.1,181.41,24.3407400887635
65.82,174.21,21.688896265877
64.18,177.16,20.4495188368727
61.14,164.56,22.5748981885257
70.53,162.1,26.8406419596996
83.83,172.64,28.128340197495
56.17,165.41,20.5311980828647
58.24,163.27,21.8470299810732
59.8,160.8,23.1249681308293
81.78,166.43,29.5254482432594
68.05,156.79,27.6816618968785
63.33,177.74,20.048114812231
54.35,179.83,16.8052000356408
58.08,155.45,24.0368547316754
74.11,161.93,28.261609658141
54.55,171.41,18.5674415927081
67.67,153.85,28.5890805693114
59.66,172.49,20.0519850868979
76.25,164.23,28.2706955514323
78.45,181.71,23.7618002865197
78.65,169.06,27.519831133144
81.76,172.85,27.3684169710124
58.2,168.59,20.4780597768447
53.22,179.99,16.4298711218699
73.25,167.16,26.2141775972466
66.04,172.77,22.124520791889
84.37,173.09,28.1597834657136
67.28,151.33,29.3822274511058
78.44,172.05,26.4997723373808
56.43,167.11,20.2061303771488
64.18,178.43,20.1607569726411
71,178.04,22.3971230818217
65.87,165.84,23.952481904612
68.61,160.04,26.7870429769359
66.42,156,27.2945778857979
66.08,165.91,24.0073145526893
64.81,168.2,22.9092068317862
87.68,170.98,29.9926873040518
56.13,160.12,21.8915922606905
73.56,162.52,27.8516798960488
84.12,165.24,30.8087119753844
59.99,160.6,23.2599822830841
72.75,173.83,24.0767245760784
70.65,171.32,24.0719983989284
58.64,173.51,19.4782015899722
57.93,179.25,18.0292301196891
58,176.76,18.5622248455048
53.6,179.64,16.6083596595999
87.16,174.78,28.5336211486753
61.75,161.38,23.7103357086789
81.2,162.21,30.8628885190611
63.12,171.09,21.5628292025958
63.62,162.86,23.9852873746963
64.68,170.96,22.1304341164228
72.66,179.2,22.6256101948913
56.39,169.81,19.5553617745221
72.24,175.94,23.3377685014156
68.83,176.69,22.0466977093574
76.07,166.07,27.5834005011158
65.76,179.32,20.4506766745335
79.83,156.85,32.4459824306432
60.08,163.32,22.5257636017227
61.66,170.17,21.2928579782906
73.38,167.03,26.2992215260629
86.28,160.94,33.3095301951418
60.09,176.77,19.231114324171
73.07,170.65,25.0917592012742
80.08,176.36,25.7463534681503
62.14,157.47,25.0574765060187
69.44,180.71,21.2632151486543
58.36,170.67,20.0345007910264
67.73,187.82,19.1997006568281
70.42,156.03,28.9282940448389
84.44,169.68,29.3297595518937
72.72,164.37,26.9146272159045
80.38,172.72,26.944196741006
62.21,177.53,19.7379167500233
73.95,172.46,24.8614222648252
66.59,164.95,24.4736015367132
46.02,190.28,12.7111555763249
85.16,169.79,29.5394114801452
81.27,163.65,30.3443442363429
68.45,168.37,24.1463748030552
57.8,167.14,20.6896663131766
87.78,169.94,30.394846566398
65.11,169.54,22.6517942594906
51.38,160.04,20.060783168184
77.14,166.89,27.6970062564789
76.95,174.59,25.2450604373521
73.12,170.31,25.2091374112778
75.67,166.73,27.2205143767949
74.85,167.61,26.645323965572
75.96,176.24,24.4550410041863
85.71,168.48,30.194927139385
41.44,159.25,16.3425766523484
71.31,182.37,21.4396241778094
66.28,156.99,26.8948724785697
65.72,162.85,24.7835589179099
89.19,166.02,32.3608677248455
54.6,170.51,18.7793773359377
66.39,169.3,23.163771426226
79.61,179.97,24.5785429422049
67.44,175.25,21.9595814154613
72.54,157.4,29.2782153456238
61.93,174.89,20.2465292719028
88.04,159.12,34.7727277290604
78.94,175.01,25.7723909633114
66.94,168.39,23.6101593344911
73.36,163.62,27.4025674329111
74.18,176.35,23.85047666693
74.74,177.8,23.6432579709726
73.63,175.69,23.8544695001176
59.83,174.57,19.6335394684664
68.32,175.53,22.1738241998142
64.6,164.45,23.8850604371434
74.93,177.31,23.8334246909028
62.56,157.32,25.2784928843125
82.46,181.19,25.116396757064
64.6,157.73,25.963859555417
71.38,179.28,22.2062306557547
70.87,180.01,21.86891797144
74.48,165.42,27.2181379468743
81.6,177.23,25.9780340650958
63.27,186.95,18.1016736007142
67.82,173.39,22.5589802119625
93.6,169.64,32.5252379079991
70.83,172.78,23.727845462634
67.81,150.03,30.1262165430527
79.71,154.23,33.5105429663413
71.5,172.09,24.1429566811972
75.4,184.63,22.1176420235554
74.41,176.16,23.9775886768871
69.6,166.01,25.2532483216541
65.08,162.82,24.5477146562878
65.32,178.51,20.4991960020383
52.09,157.11,21.1052342990945
71.13,173.58,23.6077289857378
59.27,172.85,19.8372029510737
61.9,174.55,20.3168762379961
62.58,160.59,24.2661765113659
68.87,168.07,24.3809541617238
65.02,157.23,26.3033987516075
79.34,175.66,25.7117272657804
70.84,165.01,26.0177262133317
61.58,177.1,19.6320191329147
73.26,171.91,24.7898326197124
70.98,167.97,25.1562107886717
79.35,171.14,27.0898113477231
56.97,177.11,18.1608182150886
82.35,162.6,31.1485810085386
63.64,172.79,21.3130831809127
74.44,175.58,24.1493728542557
80.14,164.27,29.701979951566
75.24,171.59,25.5534467003131
90.81,171.7,30.8019305226967
70.48,175.84,22.7936030551714
82.97,181.3,25.2414937165545
65.3,162.8,24.6369852046199
67.06,167.18,23.9927854945702
69.65,166.42,25.1479603703158
57.93,175.45,18.8186546031415
85.16,171.47,28.9666581805237
60.79,159.91,23.7697535184443
72.92,173.17,24.3162470293748
71.64,170.32,24.6965308877411
63.78,176.17,20.5523509406238
58.67,177.11,18.7032700809721
69.9,169.94,24.2026097207747
81.88,173.71,27.1353565097195
82.66,182.79,24.7391213581479
65.54,166.56,23.6263490331036
70.2,189.46,19.5579925777294
81.92,156.96,33.2497210024024
66.77,156.24,27.3519743781862
88.6,166.83,31.8337756133596
75.84,175.19,24.7101921187053
64.79,173.03,21.6407567519048
63.15,168.39,22.2705929167291
59.9,161.67,22.9188452519863
85.35,165.31,31.2354679477123
54.51,165.96,19.7915800595164
71.73,159.44,28.2183202751321
81.49,170.41,28.0604480500964
61.49,166.9,22.0765843105982
59.94,169.98,20.744799334478
66.76,162.91,25.1533234603094
77.38,176.77,24.7639600653804
67.37,180.51,20.676718352412
86.07,156.68,35.0640351742913
58.1,168.23,20.5280594236709
81.4,163,30.6402289907929
80.75,154.13,33.9949645478084
70.69,154.71,29.5334191432394
75.22,171.19,25.6659436574276
64.39,183.58,19.1049052358879
78.72,182.36,23.6702231391489
45.59,168.36,16.0830016509798
52.46,169.9,18.1724849672479
58.29,169.57,20.269424357652
78.43,172.18,26.4569627395755
56.12,162.01,21.3811551653975
76.09,167.31,27.182376389995
76.04,172.72,25.488645529003
62.07,173.21,20.6903769161967
53.68,176.58,17.2164025115034
69.46,177.84,21.9614370942944
70.59,169.76,24.4956113658843
73.89,184.81,21.632459767378
54.78,175.1,17.8672735262635
50.86,175.75,16.4665648278624
66.39,161.78,25.3646150127627
73.56,172.61,24.6884984085482
90.52,167.69,32.1923696388081
68.54,165.61,24.9872719170583
70.84,155.86,29.1631184443495
66.11,164.52,24.4250815228482
71.77,176.88,22.9404399890137
60.15,169.06,21.0459831905441
74.66,161.03,28.7916166584758
69.03,176.83,22.0771137494276
85.84,162.26,32.6062493391447
60.24,171.91,20.3822805916728
55.38,177.22,17.6315831882223
77.28,164.49,28.5637324253969
61.32,164.07,22.7788235672484
63.27,176.51,20.3090330081732
70.83,169.32,24.7058660475075
68.7,167.53,24.4756149762035
84.09,172.83,28.1503407123159
57.54,158.46,22.9151360529309
67.97,174.68,22.2762465373623
69.63,168,24.6721034603621
73.01,169.53,25.4034834409768
64.1,169.31,22.361993919944
67.2,163.96,24.9972986805368
65.08,174.41,21.3951838248518
67.08,174.22,22.0986934105914
68.17,171.02,23.309066604505
55.52,165.35,20.3056296475651
67.42,171.4,22.9486352601588
68.33,170.35,23.5465064925335
91.61,174.12,30.216877885711
71.04,161.89,27.1057476756842
67.48,170.67,23.1659919118252
68.59,177.74,21.7109940505481
63.35,178.19,19.9501848278334
66.81,162.97,25.155634972095
72.87,173.8,24.1247066258801
58.27,158.97,23.0575102348158
75.13,182.16,22.6424286262778
71.1,170.9,24.3419149474277
74.84,170.87,25.6305086606443
62.82,169.3,21.9163159841716
74.54,160.52,28.9303964487979
78.82,177.22,25.096654700485
67.68,170.29,23.3406890355957
78.34,165.4,28.6343111977663
82.24,174.12,27.1269620322458
65.51,155.68,27.0316255824292
80.85,168.95,28.3268208885535
80.29,162.89,30.2585775740555
66.64,151.88,28.8897322264002
58.36,178.78,18.2575843426158
64.75,178.75,20.2648776280928
79.05,168.35,27.8904825164474
79.83,153.15,34.0382485300629
66.2,162.22,25.1571605120246
79.02,167.7,28.099480036498
90.84,171.69,30.8144383735095
59.1,176.61,18.9477835920666
62.85,171.98,21.2489874046762
77.12,159.86,30.1784645286258
76.35,165.36,27.922473441114
74.36,187.9,21.0616362942648
76.53,177.98,24.1609897233423
60.49,173.76,20.0344310856288
78.13,171.94,26.4269680228357
77.22,185.92,22.3395814716785
66.4,172.36,22.3512436348994
57.52,186.14,16.6026319881108
78.45,165.18,28.7553820326479
74.1,163.17,27.8324293065347
59.38,175.44,19.293288260598
58.04,176.87,18.5513591898149
96.7,170.51,33.2590811282376
70.48,172.32,23.7357631390517
66.8,162.68,25.2427254175981
75.38,170.12,26.0462866104441
90.21,175.13,29.4137470859994
64.06,154.42,26.8651926503114
63.78,163.92,23.7349713695692
56.77,168.55,19.9806724648626
66.81,173.66,22.1511822995857
67.56,173.06,22.5578150172393
61.89,181.55,18.7780586228073
70.25,158.61,27.9252204633869
62.03,171.99,20.9702413983276
66.6,155.7,27.4740176753274
61.03,148.89,27.529616453972
71.41,170.05,24.6960936097272
64.25,178.61,20.1419150820788
81.07,178.89,25.3327060600528
67.2,174.13,22.1601633422441
62.47,170.32,21.5332923146351
38.52,173.14,12.8510264295889
77.1,164.76,28.4046949415648
65.89,168.16,23.3038502892612
78.21,161.38,30.0297619308195
87.92,157.24,35.5572291288859
67.22,166.98,24.1067590231182
75.33,176.59,24.1575725030135
54.25,168.25,19.1651822403603
70.54,165.42,25.7801452724375
100.22,168.02,35.5002479941082
79.49,172.91,26.5873438117161
66.17,168.87,23.2036699841049
61.82,163.27,23.1928956935829
76.41,166.31,27.6264854559365
66.82,171.89,22.6150473830194
49.52,168.52,17.4394267830915
72.37,154.37,30.3704254248213
76.43,176.39,24.5672880249147
64.62,162.07,24.6026879671634
83.68,176.28,26.9263256827197
68.55,168.74,24.0728037182591
52.72,177.78,16.6819603702456
53.79,164.85,19.7932378492445
71.63,178.32,22.5267030934737
67.95,159.63,26.6646576900326
49.25,168.97,17.2517605697199
62.01,170.03,21.4494895740213
63.46,162.63,23.9936476111668
69.31,175.5,22.5009956677185
47.18,171.57,16.0263698726312
63.69,183.35,18.9457905477009
65.32,153.31,27.7908310597595
77.24,153.37,32.836213592174
59.33,160.46,23.0406499228241
57.2,167.53,20.3796546124089
58.1,160.52,22.5473628742321
75.37,172.29,25.3900588597538
81.86,174.05,27.0231044361319
65.62,165.59,23.931247695161
65.18,165.43,23.8154199507856
65.83,161.6,25.2063446502319
77.69,171.9,26.2918228086985
73.36,158.48,29.2071827028846
54.23,174.83,17.7422291817264
67.25,151.11,29.4509829712283
60.9,157.48,24.5564447480368
59.31,172.65,19.8961915859826
61.8,152.22,26.6735181207281
64.93,160.25,25.2841484029225
65.21,162.73,24.626143300824
84.35,159.38,33.207037873208
58.9,175.36,19.1536221615469
72.73,183.28,21.652685003206
64.25,166.61,23.1449848322132
62.41,183.01,18.633288468307
97.03,167.75,34.4816026948112
85.84,149.56,38.3755339943476
75.92,181.83,22.9642402124023
73,169.72,25.3434738754507
70.51,171.27,24.0375795548774
68.17,165.06,25.0191049709427
58.56,172.3,19.7231339344055
58.43,166.31,21.1254651573616
72.05,183.19,21.4719368433759
56.77,164.97,20.8576637756392
77.15,161.42,29.6076575514342
77.49,176.92,24.7558654041103
66.27,162.7,25.0346535543395
71.69,171.2,24.4619377857655
81.93,166.26,29.6412185273174
65.64,187.57,18.6555067886853
62.67,185.95,18.126235924461
60.98,167.03,21.8582413056053
87.53,174.36,28.7894511281619
80.43,158.54,31.9978335447784
67.59,168.49,23.8088337976285
61.04,166.54,22.008547482579
71.72,177.96,22.6477843802263
58.64,177.15,18.6871875361281
62.88,178.92,19.6434159159832
80.36,152.92,34.3687050579714
84.52,170.41,29.1076875639152
68.8,171.21,23.4728655362611
73.5,159.42,28.9180475526664
66.23,167.5,23.6056633903211
78.82,169.07,27.5730765638017
75,181.75,22.7052909564908
89.14,163.71,33.2588499709849
70.71,155.77,29.1422728887106
91.47,170.24,31.5600644967262
51.89,167.79,18.4291831838285
66.25,158.52,26.3638044819845
63.41,169.45,22.0825874673743
75.13,169.59,26.1226108603704
78.23,167.78,27.7920850949817
72.17,165.64,26.3030893105529
72.89,156.19,29.8787390952275
64.59,155.86,26.5873238498616
58.77,170.29,20.2660490214493
71.35,159.06,28.1981508880123
53.82,177.81,17.0230701858774
69.47,176.8,22.2259129795828
77.21,166.86,27.7298053702787
62.6,174.31,20.6018649153151
62.32,159.9,24.3741425544824
75.87,164.33,28.0932836104369
66.22,166.69,23.8323436748444
67.79,170.93,23.2026484421908
65.44,174.63,21.4587490818496
42.66,167.22,15.2580533739497
59.44,165.55,21.6882258856518
61.59,190.79,16.9185314356743
79.87,165.51,29.1566427412293
68.05,192.36,18.3897533072938
57.77,165.12,21.1870526388819
74.39,160.37,28.9257018621083
76.48,177.28,24.3340685184501
78.11,167.37,27.8828969240019
61.43,181.07,18.7369372298707
72.54,160.85,28.0368723516587
58.91,172.62,19.7715362692808
62.22,178.87,19.4459989566234
76.01,164.35,28.1434819469726
62.3,157.1,25.243618768753
77.23,178.52,24.234928174443
64.42,172.11,21.7468232044885
74.15,163.42,27.7656494670019
85.43,161.64,32.6973474959623
57.89,177.27,18.4243385703136
59.31,173.72,19.6520332984354
60.71,149.95,26.9991530999489
69.19,151.4,30.1858953187123
64.51,179.16,20.0978030881618
92.76,165.4,33.908283044425
75.86,171.07,25.9202467614621
72.12,164.26,26.7298429411454
79.4,160.18,30.9466106980305
61,150.86,26.802243504346
72.51,157.02,29.4118282314946
64.38,184.22,18.9692971987639
52.62,157.39,21.2422692024969
74.72,172.37,25.1460209907232
62.66,161.64,23.9806620517385
68.75,168.31,24.2683580651924
73.8,183.24,21.9795996744611
61.95,165.24,22.6873407453721
56.53,170.12,19.5329332785891
76.06,169.59,26.4445430457044
69.3,174.74,22.6969371962903
80.01,155.61,33.0415576547546
59.72,159.73,23.4048057430929
64.26,178.87,20.083488562049
80.31,161.2,30.9053404240043
67.54,176.67,21.6363678925989
68.97,170.59,23.7011904750319
75.63,171.97,25.576130476662
60.3,159.53,23.6920461897737
56.92,167.21,20.357013096088
72.87,174.9,23.8212563452148
71.88,170.55,24.7112681100864
71.78,176.55,23.0294671157021
60.42,167.97,21.4146207997786
77.21,167.5,27.5189850922844
58.07,176.81,18.5743560593926
61.81,170.66,21.2231396090422
